,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2024-03-14 17:49:24,2024-03-07 20:32:58,5233.0,43.0,3836.0,601.0,2533.0,21.0,3147.0,77082.0,2024-01-05 20:47:07,3.4.1,2708254.0,67706.0,100.0,A utility-first CSS framework for rapid UI development.,8496654.0,8496654.0,278.0,46,True,1,1.0,,,,
1,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2024-03-14 12:42:28,2024-03-13 06:46:02,5152.0,187.0,13210.0,195.0,6743.0,1251.0,4991.0,22788.0,2024-03-08 07:42:04,2.6.1,,895476.0,100.0,A Vue.js 3 UI Library made by Element team.,79028.0,79028.0,586.0,44,True,1,,element-plus,https://www.npmjs.com/package/element-plus,895476.0,
2,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2024-02-19 16:53:19,2023-08-08 11:38:57,1210.0,,9481.0,763.0,970.0,95.0,1166.0,28341.0,2021-06-17 15:52:07,4.0.2,,6831911.0,51.0,Centralized State Management for Vue.js.,1273139.0,1273139.0,335.0,43,True,1,,vuex,https://www.npmjs.com/package/vuex,6831911.0,
3,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2024-03-12 13:25:21,2024-03-11 11:48:55,6587.0,90.0,1195.0,191.0,2177.0,58.0,1219.0,25925.0,2024-03-02 22:55:57,xstate@5.9.1,,7053556.0,100.0,Actor-based state management & orchestration for complex app logic.,251975.0,251975.0,353.0,43,True,1,,xstate,https://www.npmjs.com/package/xstate,7053556.0,
4,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2024-03-14 15:50:18,2024-03-14 15:49:54,13837.0,269.0,3370.0,469.0,4584.0,446.0,7152.0,25064.0,2024-03-14 10:39:10,quasar-v2.15.1,,543015.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,45770.0,45770.0,714.0,43,True,1,,quasar,https://www.npmjs.com/package/quasar,543015.0,
5,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2024-03-14 10:50:18,2024-02-16 11:28:57,1516.0,25.0,10517.0,1204.0,1567.0,521.0,3978.0,103635.0,2024-02-12 18:38:20,0.28.0,,,71.0,Promise based HTTP client for the browser and node.js.,12299516.0,12299516.0,454.0,42,True,1,,,,,
6,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2024-03-14 12:54:43,2024-03-14 12:54:35,9026.0,687.0,956.0,69.0,1149.0,308.0,3917.0,7044.0,2024-02-26 07:20:18,3.49.1,,759243.0,100.0,Next Generation Vue UI Component Library.,19290.0,19290.0,237.0,41,True,2,,primevue,https://www.npmjs.com/package/primevue,759243.0,
7,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2024-03-14 06:34:11,2024-03-14 06:34:10,2334.0,46.0,1089.0,54.0,1160.0,31.0,804.0,3564.0,2024-02-21 17:12:03,4.3.0,,2628060.0,58.0,The official router for Vue.js.,2191778.0,2191778.0,224.0,41,True,1,,router,https://www.npmjs.com/package/router,2628060.0,
8,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2024-01-15 04:29:42,2023-07-28 00:24:13,5376.0,,1843.0,294.0,3674.0,161.0,3219.0,14447.0,2022-04-17 12:49:53,2.22.0,,1507469.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,173852.0,173852.0,356.0,40,True,2,,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1507469.0,
9,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2024-03-06 08:44:49,2024-03-06 08:44:48,1769.0,16.0,3863.0,596.0,1148.0,217.0,2291.0,48008.0,2022-05-08 13:50:59,0.9.4,770454.0,10005.0,17.0,Modern CSS framework based on Flexbox.,245505.0,245505.0,405.0,39,True,3,,,,,
